time,type,id,x,y,z
1.719999,defender,8,2917.627197,2692.575684,384.429596
1.729999,attacker,0,1793.575073,3473.722656,377.730652
1.729999,defender,8,2909.636230,2698.128906,386.670654
1.739999,attacker,0,1794.618896,3472.997314,379.894531
1.739999,defender,8,2901.645508,2703.682129,388.911987
1.749999,attacker,0,1795.663086,3472.271729,382.058228
1.749999,defender,8,2893.654785,2709.235107,391.153564
1.759999,attacker,0,1796.707642,3471.545898,384.221771
1.759999,defender,8,2885.664307,2714.788086,393.395416
1.769999,attacker,0,1797.752563,3470.819824,386.385132
1.769999,defender,8,2877.673828,2720.341064,395.637512
1.779999,attacker,0,1798.797852,3470.093506,388.548309
1.779999,defender,8,2869.683594,2725.893799,397.879883
1.789999,attacker,0,1799.843506,3469.366943,390.711304
1.789999,defender,8,2861.693359,2731.446533,400.122528
1.799999,attacker,0,1800.889526,3468.640137,392.874115
1.799999,defender,8,2853.703369,2736.999268,402.365417
1.809999,attacker,0,1801.935913,3467.913086,395.036774
1.809999,defender,8,2845.713379,2742.551758,404.608582
1.819999,attacker,0,1802.982666,3467.185791,397.199249
1.819999,defender,8,2837.723389,2748.104248,406.851990
1.829999,attacker,0,1804.029785,3466.458008,399.361542
1.829999,defender,8,2829.733643,2753.656738,409.095673
1.839999,attacker,0,1805.077271,3465.729980,401.523651
1.839999,defender,8,2821.743896,2759.208984,411.339630
1.849999,attacker,0,1806.125122,3465.001709,403.685608
1.849999,defender,8,2813.754395,2764.761230,413.583832
1.859999,attacker,0,1807.173340,3464.273193,405.847382
1.859999,defender,8,2805.764893,2770.313477,415.828308
1.869999,attacker,0,1808.221924,3463.544434,408.008972
1.869999,defender,8,2797.775635,2775.865479,418.073059
1.879999,attacker,0,1809.270752,3462.815430,410.170380
1.879999,defender,8,2789.786377,2781.417480,420.318054
1.889999,attacker,0,1810.319946,3462.086182,412.331635
1.889999,defender,8,2781.797363,2786.969482,422.563324
1.899999,attacker,0,1811.369507,3461.356689,414.492706
1.899999,defender,8,2773.808350,2792.521240,424.808838
1.909999,attacker,0,1812.419434,3460.626953,416.653595
1.909999,defender,8,2765.819580,2798.072998,427.054626
1.919999,attacker,0,1813.469727,3459.896973,418.814301
1.919999,defender,8,2757.830811,2803.624756,429.300690
1.929999,attacker,0,1814.520386,3459.166748,420.974854
1.929999,defender,8,2749.842285,2809.176270,431.546997
1.939999,attacker,0,1815.571411,3458.436279,423.135223
1.939999,defender,8,2741.853760,2814.727783,433.793579
1.949998,attacker,0,1816.622803,3457.705566,425.295410
1.949998,defender,8,2733.865479,2820.279297,436.040405
1.959998,attacker,0,1817.674561,3456.974609,427.455414
1.959998,defender,8,2725.877197,2825.830566,438.287506
1.969998,attacker,0,1818.726685,3456.243408,429.615265
1.969998,defender,8,2717.889160,2831.381836,440.534882
1.979998,attacker,0,1819.779175,3455.511963,431.774933
1.979998,defender,8,2709.901123,2836.933105,442.782501
1.989998,attacker,0,1820.832031,3454.780273,433.934418
1.989998,defender,8,2701.913330,2842.484131,445.030396
1.999998,attacker,0,1821.885254,3454.048340,436.093719
1.999998,defender,8,2693.925537,2848.035156,447.278534
2.009999,attacker,0,1822.938721,3453.316162,438.252869
2.009999,defender,8,2685.937744,2853.586182,449.526947
2.019999,attacker,0,1823.992554,3452.583740,440.411835
2.019999,defender,8,2677.950195,2859.136963,451.775635
2.029999,attacker,0,1825.046753,3451.851074,442.570618
2.029999,defender,8,2669.962646,2864.687744,454.024567
2.039999,attacker,0,1826.101318,3451.118164,444.729218
2.039999,defender,8,2661.975342,2870.238525,456.273773
2.049999,attacker,0,1827.156250,3450.385010,446.887665
2.049999,defender,8,2653.988037,2875.789062,458.523224
2.059999,attacker,0,1828.211548,3449.651611,449.045929
2.059999,defender,8,2646.000977,2881.339600,460.772949
2.069999,attacker,0,1829.267212,3448.917969,451.204010
2.069999,defender,8,2638.013916,2886.890137,463.022949
2.079998,attacker,0,1830.323242,3448.184082,453.361938
2.079998,defender,8,2630.027100,2892.440430,465.273193
2.089998,attacker,0,1831.379639,3447.449951,455.519684
2.089998,defender,8,2622.040283,2897.990723,467.523712
2.099998,attacker,0,1832.436401,3446.715576,457.677246
2.099998,defender,8,2614.053711,2903.541016,469.774506
2.109998,attacker,0,1833.493530,3445.980957,459.834625
2.109998,defender,8,2606.067139,2909.091064,472.025543
2.119998,attacker,0,1834.551025,3445.246094,461.991852
2.119998,defender,8,2598.080811,2914.641113,474.276855
2.129998,attacker,0,1835.608887,3444.510986,464.148895
2.129998,defender,8,2590.094482,2920.191162,476.528412
2.139998,attacker,0,1836.667114,3443.775635,466.305756
2.139998,defender,8,2582.108398,2925.740967,478.780243
2.149998,attacker,0,1837.725586,3443.040039,468.462463
2.149998,defender,8,2574.122314,2931.290771,481.032349
2.159998,attacker,0,1838.784424,3442.304199,470.618988
2.159998,defender,8,2566.136475,2936.840576,483.284698
2.169998,attacker,0,1839.843628,3441.568115,472.775330
2.169998,defender,8,2558.150635,2942.390137,485.537323
2.179998,attacker,0,1840.903198,3440.831787,474.931488
2.179998,defender,8,2550.165039,2947.939697,487.790192
2.189998,attacker,0,1841.963135,3440.095215,477.087494
2.189998,defender,8,2542.179443,2953.489258,490.043335
2.199998,attacker,0,1843.023438,3439.358398,479.243317
2.199998,defender,8,2534.193848,2959.038574,492.296753
2.209998,attacker,0,1844.084106,3438.621338,481.398956
2.209998,defender,8,2526.208496,2964.587891,494.550415
2.219998,attacker,0,1845.145142,3437.884033,483.554443
2.219998,defender,8,2518.223145,2970.137207,496.804352
2.229998,attacker,0,1846.206543,3437.146484,485.709747
2.229998,defender,8,2510.238037,2975.686279,499.058563
2.239998,attacker,0,1847.268311,3436.408691,487.864868
2.239998,defender,8,2502.252930,2981.235352,501.313019
2.249998,attacker,0,1848.330444,3435.670654,490.019836
2.249998,defender,8,2494.268066,2986.784424,503.567749
2.259998,attacker,0,1849.392944,3434.932373,492.174622
2.259998,defender,8,2486.283203,2992.333252,505.822723
2.269998,attacker,0,1850.455811,3434.193848,494.329224
2.269998,defender,8,2478.298584,2997.882080,508.077972
2.279998,attacker,0,1851.519043,3433.455078,496.483673
2.279998,defender,8,2470.313965,3003.430908,510.333496
2.289998,attacker,0,1852.582520,3432.716064,498.637939
2.289998,defender,8,2462.329590,3008.979492,512.589294
2.299998,attacker,0,1853.646362,3431.976807,500.792023
2.299998,defender,8,2454.345215,3014.528076,514.845337
2.309998,attacker,0,1854.710571,3431.237305,502.945923
2.309998,defender,8,2446.361084,3020.076660,517.101624
2.319998,attacker,0,1855.775146,3430.497559,505.099670
2.319998,defender,8,2438.376953,3025.625000,519.358215
2.329998,attacker,0,1856.840088,3429.757568,507.253235
2.329998,defender,8,2430.393066,3031.173340,521.615051
2.339998,attacker,0,1857.905396,3429.017334,509.406616
2.339998,defender,8,2422.409180,3036.721680,523.872131
2.349998,attacker,0,1858.971069,3428.276855,511.559845
2.349998,defender,8,2414.425537,3042.269775,526.129456
2.359998,attacker,0,1860.037109,3427.536133,513.712891
2.359998,defender,8,2406.441895,3047.817871,528.387085
2.369998,attacker,0,1861.103516,3426.795166,515.865784
2.369998,defender,8,2398.458252,3053.365967,530.644958
2.379998,attacker,0,1862.170288,3426.053955,518.018494
2.379998,defender,8,2390.474854,3058.913818,532.903076
2.389998,attacker,0,1863.237427,3425.312500,520.171021
2.389998,defender,8,2382.491455,3064.461670,535.161499
2.399998,attacker,0,1864.304932,3424.570557,522.323364
2.399998,defender,8,2374.508301,3070.009521,537.420166
2.409998,attacker,0,1865.372803,3423.828369,524.475525
2.409998,defender,8,2366.525146,3075.557129,539.679077
2.419998,attacker,0,1866.441040,3423.085938,526.627563
2.419998,defender,8,2358.542236,3081.104736,541.938293
2.429998,attacker,0,1867.509521,3422.343262,528.779419
2.429998,defender,8,2350.559326,3086.652344,544.197754
2.439998,attacker,0,1868.578369,3421.600342,530.931091
2.439998,defender,8,2342.576660,3092.199951,546.457458
2.449998,attacker,0,1869.647583,3420.857178,533.082581
2.449998,defender,8,2334.593994,3097.747314,548.717468
2.459998,attacker,0,1870.717163,3420.113770,535.233887
2.459998,defender,8,2326.611572,3103.294678,550.977722
2.469998,attacker,0,1871.787109,3419.370117,537.385010
2.469998,defender,8,2318.629150,3108.842041,553.238220
2.479998,attacker,0,1872.857422,3418.626221,539.536011
2.479998,defender,8,2310.646973,3114.389160,555.499023
2.489998,attacker,0,1873.928101,3417.882080,541.686829
2.489998,defender,8,2302.664795,3119.936279,557.760071
2.499998,attacker,0,1874.999146,3417.137695,543.837463
2.499998,defender,8,2294.682861,3125.483398,560.021362
2.509998,attacker,0,1876.070557,3416.393066,545.987915
2.509998,defender,8,2286.700928,3131.030273,562.282898
2.519998,attacker,0,1877.142334,3415.648193,548.138184
2.519998,defender,8,2278.719238,3136.577148,564.544739
2.529998,attacker,0,1878.214478,3414.903076,550.288330
2.529998,defender,8,2270.737549,3142.124023,566.806824
2.539998,attacker,0,1879.286987,3414.157715,552.438293
2.539998,defender,8,2262.755859,3147.670654,569.069153
2.549998,attacker,0,1880.359863,3413.412109,554.588074
2.549998,defender,8,2254.774414,3153.217285,571.331787
2.559998,attacker,0,1881.433105,3412.666260,556.737671
2.559998,defender,8,2246.792969,3158.763916,573.594666
2.569998,attacker,0,1882.506714,3411.920166,558.887085
2.569998,defender,8,2238.811768,3164.310303,575.857788
2.579998,attacker,0,1883.580566,3411.173828,561.036316
2.579998,defender,8,2230.830566,3169.856689,578.121216
2.589998,attacker,0,1884.654785,3410.427246,563.185425
2.589998,defender,8,2222.849609,3175.403076,580.384888
2.599998,attacker,0,1885.729370,3409.680420,565.334351
2.599998,defender,8,2214.868652,3180.949219,582.648804
2.609998,attacker,0,1886.804321,3408.933350,567.483093
2.609998,defender,8,2206.887939,3186.495361,584.913025
2.619998,attacker,0,1887.879639,3408.186035,569.631653
2.619998,defender,8,2198.907227,3192.041504,587.177490
